,Model Name,Epochs,Batch Size,Train Loss,Test Loss,Train Acc,Test Acc,Kappa,Comments
6,EfficientNet (Transfer Learning),23,16,0.000291738222585991,0.0005032941116951406,0.9995569586753845,0.9990000128746033,0.9975,
2,CNN_Baseline2,38,16,0.0688004270195961,0.09768944978713989,0.9896987080574036,0.9806666374206543,0.9775,
1,CNN_Baseline,37,16,0.013904040679335594,0.1933245211839676,0.9977846741676331,0.9419999718666077,0.9542857142857143,
3,VGGNet_Baseline,71,16,0.15783217549324036,0.21337658166885376,0.9960123896598816,0.9803333282470703,0.9828571428571429,
4,AlexNet_Baseline,37,16,0.003086797660216689,0.25457364320755005,0.9991138577461243,0.9463333487510681,0.9446428571428571,
0,Baseline_Dense_Model,58,16,0.9103823304176331,1.4333053827285767,0.7075764536857605,0.5806666612625122,0.5471428571428572,
5,Resnet50,68,16,1.447120189666748,1.6479341983795166,0.9997784495353699,0.9549999833106995,0.9546428571428571,
